Country Code,Name,Year,Labour_Force,Fertility_Rate,Continent
GHA,Ghana,2005,70.16500092,4.49,Africa
GHA,Ghana,2010,67.62400055,4.273,Africa
GHA,Ghana,2015,64.98100281,4.041,Africa
GHA,Ghana,2020,64.65699768,3.765,Africa
GIN,Guinea,1990,63.42699814,6.598,Africa
GIN,Guinea,1995,63.0909996,6.391,Africa
GIN,Guinea,2000,62.9109993,6.082,Africa
GIN,Guinea,2005,62.78699875,5.729,Africa
GIN,Guinea,2010,63.00699997,5.336,Africa
GIN,Guinea,2015,63.4090004,4.933,Africa
GIN,Guinea,2020,61.48699951,4.552,Africa
GRC,Greece,1990,35.14300156,1.39,Europe
GRC,Greece,1995,35.09700012,1.28,Europe
GRC,Greece,2000,40.23600006,1.25,Europe
GRC,Greece,2005,42.02000046,1.34,Europe
GRC,Greece,2010,44.01399994,1.48,Europe
GRC,Greece,2015,44.67300034,1.33,Europe
GRC,Greece,2020,43.44100189,1.34,Europe
GTM,Guatemala,1990,39.63999939,5.437,North America
GTM,Guatemala,1995,40.64599991,5.087,North America
GTM,Guatemala,2000,41.77099991,4.598,North America
GTM,Guatemala,2005,42.15399933,3.971,North America
GTM,Guatemala,2010,40.70399857,3.375,North America
GTM,Guatemala,2015,38.70999908,3.029,North America
GTM,Guatemala,2020,36.27399826,2.777,North America
GUM,Guam,1990,59.50099945,3.013,Oceania
GUM,Guam,1995,59.78900146,2.872,Oceania
GUM,Guam,2000,60.09500122,2.824,Oceania
GUM,Guam,2005,54.84899902,2.636,Oceania
GUM,Guam,2010,56.49700165,2.488,Oceania
GUM,Guam,2015,56.37900162,2.383,Oceania
GUM,Guam,2020,53.54299927,2.275,Oceania
GUY,Guyana,1990,37.09600067,3.069,South America
GUY,Guyana,1995,38.15000153,3.074,South America
GUY,Guyana,2000,35.21099854,3.017,South America
GUY,Guyana,2005,35.49700165,2.84,South America
GUY,Guyana,2010,38.06499863,2.655,South America
GUY,Guyana,2015,40.54999924,2.534,South America
GUY,Guyana,2020,39.68899918,2.418,South America
HKG,"Hong Kong SAR, China",1990,46.6269989,1.272,Asia
HKG,"Hong Kong SAR, China",1995,47.5359993,1.295,Asia
HKG,"Hong Kong SAR, China",2000,48.97999954,1.032,Asia
HKG,"Hong Kong SAR, China",2005,51.91500092,0.959,Asia
HKG,"Hong Kong SAR, China",2010,51.90800095,1.127,Asia
HKG,"Hong Kong SAR, China",2015,54.72100067,1.196,Asia
HKG,"Hong Kong SAR, China",2020,54.1629982,0.868,Asia
HND,Honduras,1990,44.45199966,5.123,North America
HND,Honduras,1995,45.13700104,4.756,North America
HND,Honduras,2000,43.70100021,4.237,North America
HND,Honduras,2005,41.64899826,3.545,North America
HND,Honduras,2010,42.86000061,2.957,North America
HND,Honduras,2015,46.71500015,2.581,North America
HND,Honduras,2020,41.34000015,2.394,North America
HRV,Croatia,1990,45.74000168,1.63,Europe
HRV,Croatia,1995,45.03699875,1.58,Europe
HRV,Croatia,2000,43.90499878,1.39,Europe
HRV,Croatia,2005,42.54499817,1.5,Europe
HRV,Croatia,2010,46.14599991,1.46,Europe
HRV,Croatia,2015,46.90200043,1.41,Europe
HRV,Croatia,2020,44.70299911,1.48,Europe
HTI,Haiti,1990,56.82300186,5.43,North America
HTI,Haiti,1995,57.20500183,4.884,North America
HTI,Haiti,2000,56.94499969,4.344,North America
HTI,Haiti,2005,58.49599838,3.836,North America
HTI,Haiti,2010,60.67699814,3.427,North America
HTI,Haiti,2015,62.20199966,3.098,North America
HTI,Haiti,2020,60.17300034,2.842,North America
HUN,Hungary,1990,46.52500153,1.87,Europe
HUN,Hungary,1995,40.61199951,1.57,Europe
HUN,Hungary,2000,41.67900085,1.32,Europe
HUN,Hungary,2005,43.0530014,1.31,Europe
HUN,Hungary,2010,43.76100159,1.25,Europe
HUN,Hungary,2015,47.36999893,1.45,Europe
HUN,Hungary,2020,48.54499817,1.56,Europe
IDN,Indonesia,1990,50.37099838,3.122,Asia
IDN,Indonesia,1995,50.62099838,2.688,Asia
IDN,Indonesia,2000,51.63100052,2.512,Asia
IDN,Indonesia,2005,46.0340004,2.514,Asia
IDN,Indonesia,2010,50.92300034,2.483,Asia
IDN,Indonesia,2015,50.73500061,2.389,Asia
IDN,Indonesia,2020,53.17599869,2.266,Asia
IND,India,1990,30.44300079,4.045,Asia
IND,India,1995,30.65600014,3.651,Asia
IND,India,2000,30.47699928,3.311,Asia
IND,India,2005,31.95499992,2.972,Asia
IND,India,2010,25.96500015,2.581,Asia
IND,India,2015,21.77499962,2.295,Asia
IND,India,2020,18.60300064,2.184,Asia
IRL,Ireland,1990,38.39899826,2.11,Europe
IRL,Ireland,1995,42.10599899,1.84,Europe
IRL,Ireland,2000,50.08100128,1.89,Europe
IRL,Ireland,2005,54.54800034,1.86,Europe
IRL,Ireland,2010,55.24300003,2.05,Europe
IRL,Ireland,2015,54.85200119,1.85,Europe
IRL,Ireland,2020,55.08800125,1.63,Europe
IRN,"Iran, Islamic Rep.",1990,10,4.691,Asia
IRN,"Iran, Islamic Rep.",1995,10.47099972,2.941,Asia
IRN,"Iran, Islamic Rep.",2000,13.78999996,2.067,Asia
IRN,"Iran, Islamic Rep.",2005,18.64500046,1.825,Asia
IRN,"Iran, Islamic Rep.",2010,15.23900032,1.839,Asia
IRN,"Iran, Islamic Rep.",2015,14.28299999,2.041,Asia
IRN,"Iran, Islamic Rep.",2020,13.83500004,2.142,Asia
IRQ,Iraq,1990,8.281999588,5.882,Asia
IRQ,Iraq,1995,8.550999641,5.419,Asia
IRQ,Iraq,2000,9.574000359,4.94,Asia
IRQ,Iraq,2005,11.30900002,4.534,Asia
IRQ,Iraq,2010,11.86600018,4.343,Asia
IRQ,Iraq,2015,14.01200008,3.972,Asia
IRQ,Iraq,2020,11.06599998,3.537,Asia
ISL,Iceland,1990,67.73300171,2.3,Europe
ISL,Iceland,1995,71.28399658,2.08,Europe
ISL,Iceland,2000,73.74299622,2.08,Europe
ISL,Iceland,2005,70.8769989,2.05,Europe
ISL,Iceland,2010,70.62799835,2.2,Europe
ISL,Iceland,2015,73.09899902,1.8,Europe
ISL,Iceland,2020,68.05699921,1.72,Europe
ISR,Israel,1990,46.22000122,2.824,Asia
ISR,Israel,1995,51.65999985,2.9,Asia
ISR,Israel,2000,53.48600006,2.95,Asia
ISR,Israel,2005,55.29199982,2.84,Asia
ISR,Israel,2010,57.48199844,3.03,Asia
ISR,Israel,2015,59.11299896,3.09,Asia
ISR,Israel,2020,58.19599915,2.9,Asia
ITA,Italy,1990,34.97000122,1.33,Europe
ITA,Italy,1995,33.51699829,1.19,Europe
ITA,Italy,2000,35.69900131,1.26,Europe
ITA,Italy,2005,38.05099869,1.34,Europe
ITA,Italy,2010,38.19100189,1.46,Europe
ITA,Italy,2015,39.7859993,1.35,Europe
ITA,Italy,2020,39.84000015,1.24,Europe
JAM,Jamaica,1990,62.34999847,2.947,North America
JAM,Jamaica,1995,59.34799957,2.768,North America
JAM,Jamaica,2000,54.89799881,2.577,North America
JAM,Jamaica,2005,55.86399841,2.361,North America
JAM,Jamaica,2010,54.69599915,2.173,North America
JAM,Jamaica,2015,56.25099945,2.026,North America
JAM,Jamaica,2020,54.93000031,1.95,North America
JOR,Jordan,1990,13.86499977,5.521,Asia
JOR,Jordan,1995,15.06000042,4.63,Asia
JOR,Jordan,2000,15.48400021,4.109,Asia
JOR,Jordan,2005,15.81499958,3.907,Asia
JOR,Jordan,2010,16.09300041,3.631,Asia
JOR,Jordan,2015,16.64699936,3.071,Asia
JOR,Jordan,2020,13.33199978,2.639,Asia
JPN,Japan,1990,50.07600021,1.54,Asia
JPN,Japan,1995,49.94499969,1.422,Asia
JPN,Japan,2000,49.21099854,1.359,Asia
JPN,Japan,2005,48.29999924,1.26,Asia
JPN,Japan,2010,48.34199905,1.39,Asia
JPN,Japan,2015,49.56900024,1.45,Asia
JPN,Japan,2020,53.18199921,1.34,Asia
KAZ,Kazakhstan,1990,64.74199677,2.72,Asia
KAZ,Kazakhstan,1995,66.51399994,2.26,Asia
KAZ,Kazakhstan,2000,65.71099854,1.8,Asia
KAZ,Kazakhstan,2005,64.55599976,2.22,Asia
KAZ,Kazakhstan,2010,65.38300323,2.59,Asia
KAZ,Kazakhstan,2015,65.37599945,2.74,Asia
KAZ,Kazakhstan,2020,63.6230011,3.13,Asia
KEN,Kenya,1990,69.44799805,6.066,Africa
KEN,Kenya,1995,70.07800293,5.459,Africa
KEN,Kenya,2000,70.48500061,5.178,Africa
KEN,Kenya,2005,70.78299713,4.843,Africa
KEN,Kenya,2010,71.08300018,4.369,Africa
KEN,Kenya,2015,71.37999725,3.765,Africa
KEN,Kenya,2020,70.84500122,3.365,Africa
KGZ,Kyrgyz Republic,1990,50.16199875,3.63,Asia
KGZ,Kyrgyz Republic,1995,58.36000061,3.1,Asia
KGZ,Kyrgyz Republic,2000,55.71900177,2.4,Asia
KGZ,Kyrgyz Republic,2005,53.83800125,2.5,Asia
KGZ,Kyrgyz Republic,2010,52.38199997,3.1,Asia
KGZ,Kyrgyz Republic,2015,49.91400146,3.2,Asia
KGZ,Kyrgyz Republic,2020,41.56399918,3,Asia
KHM,Cambodia,1990,76.70300293,5.601,Asia
KHM,Cambodia,1995,78.14800262,4.685,Asia
KHM,Cambodia,2000,76.47899628,3.805,Asia
KHM,Cambodia,2005,75.21199799,3.227,Asia
KHM,Cambodia,2010,81.27300262,2.875,Asia
KHM,Cambodia,2015,73.41600037,2.593,Asia
KHM,Cambodia,2020,73.80599976,2.453,Asia
KOR,"Korea, Rep.",1990,46.72100067,1.57,Asia
KOR,"Korea, Rep.",1995,48.15599823,1.634,Asia
KOR,"Korea, Rep.",2000,49.18299866,1.48,Asia
KOR,"Korea, Rep.",2005,50.63000107,1.085,Asia
KOR,"Korea, Rep.",2010,49.89500046,1.226,Asia
KOR,"Korea, Rep.",2015,52.29600143,1.239,Asia
KOR,"Korea, Rep.",2020,53.0719986,0.837,Asia
KWT,Kuwait,1990,43.8370018,2.967,Asia
KWT,Kuwait,1995,44.00500107,2.72,Asia
KWT,Kuwait,2000,46.04199982,2.845,Asia
KWT,Kuwait,2005,46.23699951,2.494,Asia
KWT,Kuwait,2010,48.50999832,2.234,Asia
KWT,Kuwait,2015,50.14199829,2.083,Asia
KWT,Kuwait,2020,45.96300125,2.068,Asia
LBN,Lebanon,1990,19.07699966,3.372,Asia
LBN,Lebanon,1995,19.91900063,2.936,Asia
LBN,Lebanon,2000,20.20700073,2.405,Asia
LBN,Lebanon,2005,20.04400063,2.002,Asia
LBN,Lebanon,2010,20.91300011,1.966,Asia
LBN,Lebanon,2015,21.13199997,2.103,Asia
LBN,Lebanon,2020,20.62400055,2.06,Asia
LBR,Liberia,1990,71.23999786,6.499,Africa
LBR,Liberia,1995,71.54100037,6.158,Africa
LBR,Liberia,2000,71.73200226,5.866,Africa
LBR,Liberia,2005,71.67700195,5.429,Africa
LBR,Liberia,2010,71.6289978,4.971,Africa
LBR,Liberia,2015,71.84799957,4.54,Africa
LBR,Liberia,2020,68.78199768,4.183,Africa
LBY,Libya,1990,28.97299957,4.966,Africa
LBY,Libya,1995,30.52300072,3.636,Africa
LBY,Libya,2000,31.96999931,2.851,Africa
LBY,Libya,2005,33.3370018,2.53,Africa
LBY,Libya,2010,33.89500046,2.478,Africa
LBY,Libya,2015,33.8730011,2.356,Africa
LBY,Libya,2020,33.79100037,2.175,Africa
LCA,St. Lucia,1990,48.24200058,3.399,North America
LCA,St. Lucia,1995,50.37799835,2.892,North America
LCA,St. Lucia,2000,52.99599838,2.202,North America
LCA,St. Lucia,2005,56.85200119,1.675,North America
LCA,St. Lucia,2010,60.93000031,1.538,North America
LCA,St. Lucia,2015,64.03199768,1.473,North America
LCA,St. Lucia,2020,62.76900101,1.411,North America
LKA,Sri Lanka,1990,45.12799835,2.483,Asia
LKA,Sri Lanka,1995,35.5359993,2.291,Asia
LKA,Sri Lanka,2000,36.2859993,2.24,Asia
LKA,Sri Lanka,2005,35.10499954,2.276,Asia
LKA,Sri Lanka,2010,33.95000076,2.248,Asia
LKA,Sri Lanka,2015,35.40299988,2.213,Asia
LKA,Sri Lanka,2020,30.77799988,2.174,Asia
LSO,Lesotho,1990,67.12000275,4.721,Africa
LSO,Lesotho,1995,66.93299866,4.189,Africa
LSO,Lesotho,2000,66.82299805,3.792,Africa
LSO,Lesotho,2005,63.26200104,3.502,Africa
LSO,Lesotho,2010,59.51599884,3.302,Africa
LSO,Lesotho,2015,57.36000061,3.218,Africa
LSO,Lesotho,2020,55.55400085,3.07,Africa
LTU,Lithuania,1990,52.75600052,2.03,Europe
LTU,Lithuania,1995,54.24200058,1.55,Europe
LTU,Lithuania,2000,54.97499847,1.39,Europe
LTU,Lithuania,2005,50.76699829,1.29,Europe
LTU,Lithuania,2010,52.54600143,1.5,Europe
LTU,Lithuania,2015,54.44400024,1.7,Europe
LTU,Lithuania,2020,57.39799881,1.48,Europe
LUX,Luxembourg,1990,33.55099869,1.6,Europe
LUX,Luxembourg,1995,35.94100189,1.7,Europe
LUX,Luxembourg,2000,41.36299896,1.76,Europe
LUX,Luxembourg,2005,46.39799881,1.63,Europe
LUX,Luxembourg,2010,49.78699875,1.63,Europe
LUX,Luxembourg,2015,54.56299973,1.47,Europe
LUX,Luxembourg,2020,56.99499893,1.37,Europe
LVA,Latvia,1990,49.74399948,2.02,Europe
LVA,Latvia,1995,51.7120018,1.25,Europe
LVA,Latvia,2000,49.03099823,1.25,Europe
LVA,Latvia,2005,50.65499878,1.39,Europe
LVA,Latvia,2010,53.88899994,1.36,Europe
LVA,Latvia,2015,54.11100006,1.7,Europe
LVA,Latvia,2020,56.0320015,1.55,Europe
MAC,"Macao SAR, China",1990,45.51900101,1.722,Asia
MAC,"Macao SAR, China",1995,51.53699875,1.236,Asia
MAC,"Macao SAR, China",2000,56.70600128,0.95,Asia
MAC,"Macao SAR, China",2005,56.88600159,0.879,Asia
MAC,"Macao SAR, China",2010,66.00700378,1.093,Asia
MAC,"Macao SAR, China",2015,68.23100281,1.203,Asia
MAC,"Macao SAR, China",2020,65.83899689,1.244,Asia
MAR,Morocco,1990,23.04199982,4.047,Africa
MAR,Morocco,1995,23.92200089,3.298,Africa
MAR,Morocco,2000,25.29700089,2.771,Africa
MAR,Morocco,2005,25.81100082,2.571,Africa
MAR,Morocco,2010,25.89900017,2.567,Africa
MAR,Morocco,2015,24.66600037,2.524,Africa
MAR,Morocco,2020,21.74699974,2.353,Africa
MDA,Moldova,1990,53.22600174,2.414,Europe
MDA,Moldova,1995,55.13000107,1.901,Europe
MDA,Moldova,2000,56.27600098,1.435,Europe
MDA,Moldova,2005,47.49700165,1.219,Europe
MDA,Moldova,2010,38.60699844,1.275,Europe
MDA,Moldova,2015,41.15800095,1.261,Europe
MDA,Moldova,2020,36.10699844,1.278,Europe
MDG,Madagascar,1990,84.41400146,6.179,Africa
MDG,Madagascar,1995,84.48300171,5.979,Africa
MDG,Madagascar,2000,84.48699951,5.551,Africa
MDG,Madagascar,2005,84.55799866,5.047,Africa
MDG,Madagascar,2010,84.08499908,4.603,Africa
MDG,Madagascar,2015,83.59899902,4.241,Africa
MDG,Madagascar,2020,80.91000366,3.976,Africa
MDV,Maldives,1990,20.18000031,6.003,Asia
MDV,Maldives,1995,28.23999977,4.237,Asia
MDV,Maldives,2000,37.55699921,2.771,Asia
MDV,Maldives,2005,36.97900009,2.279,Asia
MDV,Maldives,2010,36.92300034,2.206,Asia
MDV,Maldives,2015,38.29899979,1.991,Asia
MDV,Maldives,2020,33.85200119,1.815,Asia
MEX,Mexico,1990,33.30199814,3.47,North America
MEX,Mexico,1995,37.59899902,3.018,North America
MEX,Mexico,2000,38.63899994,2.716,North America
MEX,Mexico,2005,40.56499863,2.495,North America
MEX,Mexico,2010,42.33200073,2.34,North America
MEX,Mexico,2015,43.20000076,2.215,North America
MEX,Mexico,2020,40.80400085,2.079,North America
MKD,North Macedonia,1990,45.47299957,2.206,Europe
MKD,North Macedonia,1995,43.53300095,1.977,Europe
MKD,North Macedonia,2000,41.62200165,1.723,Europe
MKD,North Macedonia,2005,43.42900085,1.5,Europe
MKD,North Macedonia,2010,42.93600082,1.6,Europe
MKD,North Macedonia,2015,43.47200012,1.49,Europe
MKD,North Macedonia,2020,41.81700134,1.3,Europe
MLI,Mali,1990,60.85499954,7.165,Africa
MLI,Mali,1995,60.83800125,7.058,Africa
MLI,Mali,2000,60.81299973,6.897,Africa
MLI,Mali,2005,60.68099976,6.794,Africa
MLI,Mali,2010,60.47600174,6.547,Africa
MLI,Mali,2015,61.40100098,6.145,Africa
MLI,Mali,2020,57.61500168,5.693,Africa
MLT,Malta,1990,26.31100082,2.02,Europe
MLT,Malta,1995,27.61300087,1.77,Europe
MLT,Malta,2000,29.6970005,1.68,Europe
MLT,Malta,2005,30.32699966,1.38,Europe
MLT,Malta,2010,34.83599854,1.36,Europe
MLT,Malta,2015,43.61100006,1.37,Europe
MLT,Malta,2020,53.22299957,1.13,Europe
MMR,Myanmar,1990,64.55000305,3.447,Asia
MMR,Myanmar,1995,62.42100143,3.042,Asia
MMR,Myanmar,2000,59.45199966,2.878,Asia
MMR,Myanmar,2005,55.37200165,2.657,Asia
MMR,Myanmar,2010,52.61600113,2.359,Asia
MMR,Myanmar,2015,51.24700165,2.198,Asia
MMR,Myanmar,2020,43.06200027,2.121,Asia
MNE,Montenegro,1990,42.94499969,2.078,Europe
MNE,Montenegro,1995,42.99100113,1.977,Europe
MNE,Montenegro,2000,42.8429985,1.875,Europe
MNE,Montenegro,2005,42.52500153,1.69,Europe
MNE,Montenegro,2010,42.1590004,1.7,Europe
MNE,Montenegro,2015,47.64500046,1.74,Europe
MNE,Montenegro,2020,46.41400146,1.75,Europe
MNG,Mongolia,1990,56.04299927,4.052,Asia
MNG,Mongolia,1995,56.68700027,2.738,Asia
MNG,Mongolia,2000,56.31100082,2.141,Asia
MNG,Mongolia,2005,55.77700043,2.177,Asia
MNG,Mongolia,2010,54.18099976,2.637,Asia
MNG,Mongolia,2015,53.90399933,2.918,Asia
MNG,Mongolia,2020,51.52199936,2.834,Asia
MOZ,Mozambique,1990,86.44999695,6.211,Africa
MOZ,Mozambique,1995,87.00499725,5.965,Africa
MOZ,Mozambique,2000,87.38400269,5.826,Africa
MOZ,Mozambique,2005,86.47899628,5.688,Africa
MOZ,Mozambique,2010,82.66600037,5.392,Africa
MOZ,Mozambique,2015,78.13200378,5.062,Africa
MOZ,Mozambique,2020,77.64299774,4.713,Africa
MRT,Mauritania,1990,29.39999962,5.881,Africa
MRT,Mauritania,1995,29.5909996,5.612,Africa
MRT,Mauritania,2000,29.75900078,5.413,Africa
MRT,Mauritania,2005,28.94799995,5.184,Africa
MRT,Mauritania,2010,28.23500061,4.98,Africa
MRT,Mauritania,2015,27.85099983,4.738,Africa
MRT,Mauritania,2020,27.41600037,4.449,Africa
MUS,Mauritius,1990,38.38700104,2.32,Africa
MUS,Mauritius,1995,38.77299881,2.14,Africa
MUS,Mauritius,2000,38.53099823,1.99,Africa
MUS,Mauritius,2005,41.02999878,1.88,Africa
MUS,Mauritius,2010,42.75899887,1.57,Africa
MUS,Mauritius,2015,45.36399841,1.36,Africa
MUS,Mauritius,2020,43.13700104,1.44,Africa
MWI,Malawi,1990,75.71399689,6.872,Africa
MWI,Malawi,1995,75.65000153,6.309,Africa
MWI,Malawi,2000,75.06800079,6.098,Africa
MWI,Malawi,2005,74.13200378,5.914,Africa
MWI,Malawi,2010,73.21700287,5.332,Africa
MWI,Malawi,2015,72.84700012,4.527,Africa
MWI,Malawi,2020,70.80999756,4.055,Africa
MYS,Malaysia,1990,45.44300079,3.554,Asia
MYS,Malaysia,1995,45.31600189,3.313,Asia
MYS,Malaysia,2000,45.4109993,2.784,Asia
MYS,Malaysia,2005,43.9109993,2.293,Asia
MYS,Malaysia,2010,43.49499893,2.149,Asia
MYS,Malaysia,2015,50.46699905,2.056,Asia
MYS,Malaysia,2020,51.47399902,1.965,Asia
NAM,Namibia,1990,47.77600098,5.219,Africa
NAM,Namibia,1995,47.66500092,4.574,Africa
NAM,Namibia,2000,47.30799866,3.88,Africa
NAM,Namibia,2005,49.72100067,3.552,Africa
NAM,Namibia,2010,52.13499832,3.631,Africa
NAM,Namibia,2015,56.37400055,3.54,Africa
NAM,Namibia,2020,54.31800079,3.293,Africa
NCL,New Caledonia,1990,60.95999908,3.18,Oceania
NCL,New Caledonia,1995,61.05400085,2.59,Oceania
NCL,New Caledonia,2000,60.72800064,2.59,Oceania
NCL,New Caledonia,2005,61.0530014,2.2,Oceania
NCL,New Caledonia,2010,60.85400009,2.2,Oceania
NCL,New Caledonia,2015,58.86999893,2.06,Oceania
NCL,New Caledonia,2020,57.23799896,1.923,Oceania
NER,Niger,1990,69.50299835,7.772,Africa
NER,Niger,1995,69.44400024,7.725,Africa
NER,Niger,2000,69.29799652,7.679,Africa
NER,Niger,2005,69.05699921,7.612,Africa
NER,Niger,2010,68.84999847,7.473,Africa
NER,Niger,2015,62.33000183,7.169,Africa
NER,Niger,2020,61.73799896,6.735,Africa
NGA,Nigeria,1990,56.39099884,6.49,Africa
NGA,Nigeria,1995,56.71300125,6.262,Africa
NGA,Nigeria,2000,56.99300003,6.106,Africa
NGA,Nigeria,2005,56.95600128,5.985,Africa
NGA,Nigeria,2010,56.7840004,5.839,Africa
NGA,Nigeria,2015,50.77000046,5.592,Africa
NGA,Nigeria,2020,47.5929985,5.248,Africa
NIC,Nicaragua,1990,39.20000076,4.596,North America
NIC,Nicaragua,1995,33.28300095,3.775,North America
NIC,Nicaragua,2000,35.83200073,3.111,North America
NIC,Nicaragua,2005,40.0929985,2.767,North America
NIC,Nicaragua,2010,44.45000076,2.601,North America
NIC,Nicaragua,2015,48.35699844,2.48,North America
NIC,Nicaragua,2020,46.43000031,2.349,North America
NLD,Netherlands,1990,43.89500046,1.62,Europe
NLD,Netherlands,1995,48.33000183,1.53,Europe
NLD,Netherlands,2000,54.16600037,1.72,Europe
NLD,Netherlands,2005,55.62900162,1.71,Europe
NLD,Netherlands,2010,58.69800186,1.79,Europe
NLD,Netherlands,2015,58.78699875,1.66,Europe
NLD,Netherlands,2020,59.87400055,1.55,Europe
NOR,Norway,1990,55.09899902,1.93,Europe
NOR,Norway,1995,57.17100143,1.87,Europe
NOR,Norway,2000,61.22999954,1.85,Europe
NOR,Norway,2005,60.71099854,1.84,Europe
NOR,Norway,2010,61.77899933,1.95,Europe
NOR,Norway,2015,62.29000092,1.72,Europe
NOR,Norway,2020,62.04100037,1.48,Europe
NPL,Nepal,1990,81.25800323,5.172,Asia
NPL,Nepal,1995,81.77100372,4.731,Asia
NPL,Nepal,2000,81.55400085,3.955,Asia
NPL,Nepal,2005,80.22399902,3.118,Asia
NPL,Nepal,2010,79.66400146,2.542,Asia
NPL,Nepal,2015,81.57299805,2.098,Asia
NPL,Nepal,2020,75.69799805,1.845,Asia
NZL,New Zealand,1990,53.94100189,2.18,Oceania
NZL,New Zealand,1995,55.81200027,1.99,Oceania
NZL,New Zealand,2000,57.41500092,1.98,Oceania
NZL,New Zealand,2005,60.7840004,1.97,Oceania
NZL,New Zealand,2010,61.56499863,2.17,Oceania
